"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Eml2",3.46259185995939e-15,3.3299451317466,0.296,0.038,1.0403357243248e-10
"Kcnf1",3.90829006439764e-15,8.74716809933194,0.086,0,1.17424574984827e-10
"Pard3bos1",3.94257721988391e-15,3.51295040979377,0.259,0.024,1.18454732571412e-10
"Iffo2",6.63689319393454e-15,4.18829620339019,0.21,0.013,1.99405456011763e-10
"Ahnak",7.29062397426152e-15,2.32473874945297,0.432,0.092,2.19046797306687e-10
"Lpl",7.51803940234648e-15,1.58529519672216,0.63,0.224,2.258794938435e-10
"Ncald",9.78030569771707e-15,2.44141220371946,0.42,0.092,2.93849284687909e-10
"C1qtnf1",1.00001998713881e-14,4.90288832886794,0.136,0.003,3.00456005135856e-10
"Frmd6",1.05253192442748e-14,3.08463758428595,0.272,0.029,3.16233216694237e-10
"Npas3",1.30857711196217e-14,3.98604224152287,0.222,0.027,3.93161993289034e-10
"Axl",1.45488238920697e-14,3.90422801243818,0.198,0.012,4.37119413837233e-10
"Sh3bgrl2",1.47212963707129e-14,2.41396388676067,0.407,0.082,4.42301349458069e-10
"App",1.50026894903035e-14,0.93731104630237,0.951,0.782,4.50755805736168e-10
"Hspa12a",1.61575910615345e-14,2.77823223251858,0.346,0.056,4.85454823443803e-10
"Rdh1",2.94380201949589e-14,7.27848668031399,0.099,0.001,8.84465316757541e-10
"Dse",3.57056444094645e-14,2.82297989387027,0.198,0.017,1.07277608628236e-09
"Ctdspl",4.22491926366237e-14,1.50215659967949,0.741,0.377,1.26937699276736e-09
"Zfp462",4.49713769868862e-14,1.73082697682555,0.605,0.221,1.351165021571e-09
"Tns3",4.88027980978774e-14,1.37857254028741,0.778,0.439,1.46628006885073e-09
"Ust",5.17064049968245e-14,3.08272200397519,0.247,0.024,1.55351893812959e-09
"Calca",8.99878342766176e-14,6.77179667772941,0.099,0.001,2.70368448084098e-09
"Creg2",1.08294047589175e-13,7.67124044867154,0.086,0,3.25369465981675e-09
"Gm29040",1.14902627381701e-13,8.37546857867153,0.086,0,3.45224943968321e-09
"Pcolce",1.17094613900701e-13,3.19880078585172,0.247,0.025,3.51810767464657e-09
"Laptm4a",1.26897228092836e-13,1.79257394953465,0.543,0.17,3.81262721804927e-09
"Bcar3",1.67571737872466e-13,1.7495776631215,0.432,0.107,5.03469286437824e-09
"Cers6",2.10932495367105e-13,1.27056444433957,0.852,0.527,6.33746682330468e-09
"Gm13561",2.57721759849435e-13,3.52826396870823,0.235,0.025,7.74325027467628e-09
"Rbms1",5.81334942950027e-13,1.22624343859977,0.84,0.546,1.74662083609336e-08
"St6galnac6",5.8935255760592e-13,5.25837512914648,0.123,0.003,1.77070975932699e-08
"Sirpa",6.05484351139026e-13,2.00496229401572,0.407,0.095,1.8191777329972e-08
"Camk2d",6.68723059892689e-13,1.42770088141695,0.716,0.353,2.00917843344758e-08
"St3gal3",7.12229351049997e-13,1.5994414503725,0.617,0.3,2.13989308522972e-08
"Atp8a1",8.51082437913585e-13,2.02285336984422,0.481,0.157,2.55707718471137e-08
"Vgll3",9.85272237283794e-13,3.90024451062901,0.16,0.008,2.96025043691916e-08
"Ctnnal1",1.14763071509106e-12,2.52960108069835,0.346,0.068,3.4480564834911e-08
"Pbx2",1.28225362135225e-12,3.0719943660694,0.272,0.039,3.85253100535283e-08
"Abca2",1.3168954367876e-12,3.03193731576295,0.272,0.039,3.95661233982836e-08
"Arhgef17",1.6587105031227e-12,2.49496314067238,0.321,0.056,4.98359570663217e-08
"Samd4",1.66896317298691e-12,2.42350325612181,0.333,0.061,5.01439985323917e-08
"Rcsd1",1.71185330797364e-12,2.67760260880245,0.21,0.023,5.1432632638068e-08
"Lamb2",1.84719945052665e-12,2.80797251036911,0.185,0.018,5.54991074910731e-08
"Agpat4",2.35924379963164e-12,3.78356212599691,0.185,0.013,7.08834799599325e-08
"Vasn",2.61523427378969e-12,2.56888363951424,0.235,0.031,7.85747137560112e-08
"Itpr3",2.68654165134007e-12,4.19846272660832,0.16,0.008,8.07171439145123e-08
"Inpp4a",2.83232986719717e-12,2.32703312896045,0.37,0.081,8.50973508599389e-08
"Plcb4",3.64545937058695e-12,1.53526504434113,0.457,0.129,1.09527826789285e-07
"Arhgap24",3.72096359746505e-12,1.06654943806414,0.889,0.656,1.11796351285837e-07
"Cblb",4.25191648763867e-12,1.39711547017655,0.716,0.391,1.27748830871104e-07
"Ncf2",5.06483712056089e-12,5.26800948909352,0.123,0.004,1.52173031287252e-07
"Setd7",5.13977017108443e-12,2.44032299596947,0.333,0.064,1.54424394790232e-07
"Fgfr1",5.21588899026103e-12,1.96673009134492,0.469,0.156,1.56711384712393e-07
"Gpx8",5.39211331355574e-12,4.51671014600605,0.148,0.007,1.62006044505782e-07
"Tns2",5.89173120266232e-12,2.52348119261283,0.333,0.074,1.77017063983989e-07
"Golm1",5.98761150648042e-12,3.74739518338981,0.148,0.008,1.79897787712204e-07
"E2f1",1.36315860400687e-11,6.28511962442679,0.099,0.002,4.09561002573865e-07
"Zbtb46",1.76782608550217e-11,1.65357304851642,0.259,0.048,5.31143347389128e-07
"Gm9869",1.89770408571938e-11,5.21934087945654,0.123,0.005,5.70165192554388e-07
"Plpp1",1.91231642623365e-11,0.917347377363612,0.333,0.081,5.745554702619e-07
"Itga2",2.18625788296268e-11,4.28874549299911,0.148,0.008,6.56861180936138e-07
"Lpin2",2.2090059555893e-11,1.46481034499523,0.642,0.403,6.63695839356805e-07
"Spats2l",2.5600289587435e-11,2.01901904693689,0.469,0.166,7.69160700654484e-07
"Cavin1",2.56517245991949e-11,3.96565507946957,0.148,0.008,7.7070606558281e-07
"Carns1",2.58178824527698e-11,6.48656328028594,0.086,0.001,7.75698278293469e-07
"Aifm3",2.92580078585432e-11,3.23200832010882,0.222,0.03,8.7905684610993e-07
"Mamdc2",2.94791270377225e-11,5.48956623983565,0.099,0.002,8.85700371848374e-07
"Myh9",3.0249677640504e-11,1.63786338545782,0.568,0.233,9.08851564708943e-07
"Col4a5",3.09947448863845e-11,1.37303470133931,0.691,0.393,9.31237110111421e-07
"C430049B03Rik",3.39796598051472e-11,3.31573228344374,0.16,0.012,1.02091887884565e-06
"Stat1",3.41914716441113e-11,2.62556547634022,0.321,0.072,1.02728276554732e-06
"Arfgef3",4.63883717531038e-11,2.83096652323855,0.259,0.04,1.393738629322e-06
"Vamp5",4.75766993285916e-11,2.46368121365336,0.272,0.045,1.42944193132753e-06
"Lctl",5.18472276273371e-11,3.8364202299962,0.148,0.009,1.55774995406334e-06
"Col4a6",5.59099028022599e-11,3.3525155926115,0.198,0.02,1.6798130296939e-06
"Col1a2",6.19589064566447e-11,2.73313862051609,0.198,0.022,1.86155534448989e-06
"Mrgprf",7.87555210839861e-11,11.48534784076,0.049,0,2.36620963096836e-06
"Rad21",9.49226161750244e-11,1.79717925670213,0.457,0.17,2.85195000297861e-06
"Gnas",1.10192414649302e-10,1.62641069587958,0.556,0.244,3.31073109813828e-06
"Cables1",1.1680028988571e-10,1.85038385116153,0.296,0.06,3.50926470961615e-06
"Dock11",1.37556386933085e-10,3.67225077033977,0.173,0.015,4.13288164540454e-06
"Otud7b",1.57601907479054e-10,1.49934051786389,0.568,0.306,4.73514931020817e-06
"Hsp90b1",1.59612213215124e-10,1.24535327265552,0.704,0.382,4.79554894604839e-06
"Ptk7",1.67227419029358e-10,2.87988648974423,0.173,0.017,5.02434780473706e-06
"Schip1",1.83960885186249e-10,1.50786868017201,0.531,0.197,5.52710479542086e-06
"Nod1",2.54740474762446e-10,2.92269707707362,0.235,0.041,7.6536775642377e-06
"Tmem109",2.88491824451593e-10,2.77594324072009,0.235,0.034,8.66773686564812e-06
"Pros1",3.2596216508692e-10,2.05307658240609,0.21,0.033,9.79353325003653e-06
"Emc2",4.0692295017615e-10,1.74733434260155,0.469,0.17,1.22260000380424e-05
"Pde4b",4.60800035087732e-10,1.13104543594772,0.506,0.183,1.38447370542109e-05
"Fign",5.13940813923569e-10,1.39262633964505,0.617,0.286,1.54413517543336e-05
"Samhd1",5.79939894244159e-10,2.02986072414119,0.259,0.049,1.74242941225658e-05
"Gfod1",7.57508214501995e-10,2.81774230308905,0.185,0.022,2.27593343047124e-05
"Tyro3",1.07040358454476e-09,6.79393475009111,0.074,0.001,3.21602756976474e-05
"Hoxc6",1.10767686790223e-09,2.33548699142941,0.284,0.058,3.32801514961225e-05
"Hivep3",1.17678204165187e-09,1.83159830508483,0.284,0.064,3.53564164414304e-05
"Wls",1.25467959786443e-09,1.02584425775155,0.802,0.584,3.76968485178369e-05
"Tead4",1.25963392920719e-09,3.4674588325453,0.136,0.009,3.784570140303e-05
"Lrrc1",1.4252358939907e-09,1.59750353102341,0.481,0.177,4.28212124349505e-05
"Tenm3",2.06028659379676e-09,1.83812093739748,0.284,0.06,6.19013107106236e-05
"Fam222a",2.32907550597367e-09,2.83619896128778,0.16,0.017,6.9977073576979e-05
"Card10",2.49875980262914e-09,2.13365288831868,0.309,0.072,7.50752382699924e-05
"Snx31",2.60250682126851e-09,3.78635563385429,0.148,0.013,7.81923174450125e-05
"Neat1",2.60524566985066e-09,0.72285666885106,0.951,0.828,7.8274606150663e-05
"Bbx",3.02002868627342e-09,1.14639120915359,0.704,0.411,9.07367618790848e-05
"Fam114a1",3.86361494182311e-09,3.06726015372424,0.148,0.013,0.000116082310927075
"Leprot",4.07124716018046e-09,2.76904188060454,0.198,0.027,0.000122320620927622
"Dagla",4.58967062066677e-09,3.03136060309441,0.148,0.014,0.000137896653797933
"Mill2",5.60337431464195e-09,2.16904602425168,0.16,0.021,0.000168353381283417
"Camk1d",5.8566348467999e-09,0.945961729732481,0.852,0.718,0.000175962593972103
"Ncam1",6.1883167845136e-09,2.89032519195284,0.148,0.014,0.000185927977790711
"Ltbp4",7.88415560026257e-09,3.02451550463803,0.148,0.014,0.000236879455009889
"Prkce",8.1771537483486e-09,0.998624610008635,0.753,0.485,0.000245682584369134
"Serpinb6b",8.35445515430694e-09,4.27191010834509,0.111,0.006,0.000251009605111152
"Pde10a",8.61883697151352e-09,1.79233479179221,0.259,0.054,0.000258952956809124
"Gm13936",8.72909175120552e-09,1.89329605015392,0.321,0.083,0.00026226556166497
"Micu1",9.5039724447332e-09,1.65720846565065,0.432,0.179,0.000285546852102009
"Eya1",1.04830318994912e-08,5.43903439236492,0.074,0.001,0.000314962693420213
"Lama5",1.09936250038682e-08,1.79194587273085,0.383,0.123,0.000330303463241221
"Tmsb10",1.1296340171163e-08,3.25696531675908,0.148,0.014,0.000339398540442593
"Eif3m",1.19679153494806e-08,2.01291049112318,0.333,0.098,0.000359576016675145
"Rras2",1.21589961511511e-08,1.62247631748627,0.444,0.187,0.000365317039361335
"Gbx1",1.29620826033622e-08,7.18884383207438,0.062,0.001,0.000389445771818018
"Gm43466",1.41457009793032e-08,3.63661752309367,0.136,0.016,0.000425007585923163
"Ehd2",1.48118166648717e-08,3.66007728427704,0.111,0.007,0.00044502103169607
"Uprt",1.60196794934421e-08,3.69781105834604,0.136,0.011,0.000481311270380469
"Hip1",1.65813233384735e-08,2.05783219152137,0.222,0.041,0.000498185859704435
"Car13",1.71701506816337e-08,5.07578444497379,0.086,0.002,0.000515877177229686
"Eml4",1.72902248525763e-08,1.44614090333493,0.519,0.218,0.000519484805695656
"Slc26a7",1.88609045295304e-08,2.15681904503578,0.111,0.008,0.00056667587658974
"Cd151",1.94297488383851e-08,3.1927287081674,0.16,0.018,0.00058376680384928
"Foxd2",2.21695521353181e-08,8.02464213369149,0.049,0,0.000666084193905632
"Hoxc4",2.43537711610051e-08,2.46878059670969,0.198,0.031,0.000731709054532398
"Emilin1",2.7762328083931e-08,2.90589725949151,0.123,0.011,0.000834119147281707
"Actn4",2.89407353802425e-08,1.29668955056455,0.568,0.305,0.000869524394499386
"Stxbp1",3.06148226916808e-08,2.40290643475435,0.136,0.016,0.000919822347771549
"Lrtm2",3.37176744520362e-08,5.1552988381065,0.086,0.003,0.00101304752891143
"Pard6b",4.2422887754548e-08,2.23504312913667,0.272,0.071,0.00127459566258539
"Tgfa",4.56348043069809e-08,3.5739383045297,0.123,0.009,0.00137109769540324
"Zeb1",4.78789922418452e-08,1.17109290572755,0.519,0.222,0.00143852432190624
"Slc27a3",5.00393199059713e-08,4.35316081303814,0.099,0.005,0.00150343136657491
"Ctnnd1",5.30158666264293e-08,1.05778404067064,0.691,0.396,0.00159286171279107
"Pbx3",5.76815467559003e-08,1.34946880514511,0.494,0.209,0.00173304207228103
"Arhgef16",5.77054460572774e-08,2.22181008905633,0.259,0.077,0.0017337601267909
"Cdkl5",5.91201087932255e-08,2.04747923512445,0.296,0.108,0.00177626366869246
"Rin2",6.02374291960283e-08,1.15173042673956,0.617,0.379,0.00180983356019467
"Large1",6.9745440103259e-08,1.13000619941916,0.704,0.459,0.00209550174790242
"Arl4d",7.12774023021701e-08,4.03538433048161,0.111,0.01,0.0021415295521687
"Ext2",7.37912870644076e-08,1.37330574973459,0.469,0.192,0.00221705921985013
"Bmp7",7.87641035404012e-08,2.44535082310351,0.222,0.052,0.00236646749087135
"4933406I18Rik",8.41716330815347e-08,1.39572677533386,0.272,0.074,0.00252893671593471
"Chrnb1",8.42324245478617e-08,4.13482282712519,0.099,0.005,0.0025307631955405
"Dcbld2",8.54356904757595e-08,1.47666508488267,0.222,0.055,0.0025669153203442
"Actb",8.56753551135586e-08,1.51118988181315,0.383,0.13,0.00257411604438687
"Mdfic",9.21682891896764e-08,1.87270441270111,0.309,0.087,0.00276919624870383
"Anxa1",9.87642621172027e-08,4.03683579752601,0.111,0.008,0.00296737225531135
"Tcf7l1",1.00364406597458e-07,1.35794078726391,0.272,0.076,0.00301544859622063
"Msl2",1.04098302329402e-07,1.31257377939504,0.531,0.254,0.00312763349348688
"Pdia6",1.10685675796207e-07,1.83592198767787,0.333,0.101,0.00332555112929705
"Gpc3",1.11102177140522e-07,2.17915718183709,0.222,0.044,0.003338064912187
"Wasl",1.13560390052329e-07,1.09615799368924,0.556,0.372,0.00341192191912222
"Hhat",1.18365060323759e-07,2.62770626825438,0.198,0.035,0.00355627823742732
"Degs1",1.22109756009374e-07,1.96799657358464,0.296,0.102,0.00366878761930166
"Sptb",1.60463328485349e-07,3.63418339935021,0.123,0.011,0.00482112070434232
"Slco1c1",1.66021467299656e-07,7.2359157868143,0.049,0,0.00498811498501817
"Eml1",1.82709141031802e-07,2.1908543608113,0.16,0.025,0.0054894961423005
"Smo",1.97397621839119e-07,1.8609978009136,0.321,0.118,0.00593081154815633
"Rps6ka5",1.97809683069763e-07,2.06069298864929,0.321,0.104,0.00594319192783104
"Amotl2",2.01298944199552e-07,1.53253126029603,0.42,0.185,0.00604802677847554
"Malt1",2.2479572631327e-07,1.64648409039097,0.346,0.17,0.0067539875970822
"mt-Atp6",2.26355764597183e-07,0.565604895741691,1,0.976,0.00680085894732236
"Gm38562",2.38879998334484e-07,8.06179371271546,0.049,0,0.00717714954995956
"Pxdc1",2.41261528737372e-07,4.13178196232897,0.086,0.004,0.00724870263091433
"Ddx60",2.80533454990011e-07,2.7779167334041,0.148,0.019,0.00842862765517487
"Nbeal1",2.81805090064513e-07,0.932393069408596,0.716,0.515,0.00846683393098829
"Trib2",2.86496621715566e-07,2.02265186565416,0.235,0.086,0.00860779099944417
"Gm32442",3.05306221222682e-07,5.32827194159663,0.062,0.001,0.00917292541663548
"Rcan2",3.15226363251183e-07,0.895345121985215,0.247,0.07,0.0094709760838818
"Rapgef6",3.20461663555483e-07,1.24315199370631,0.593,0.334,0.00962827068152448
"Cpeb1",3.30163642355698e-07,1.67915824401048,0.395,0.161,0.00991976663457694
"Arnt2",3.33904729395386e-07,0.946718539691462,0.395,0.157,0.0100321675946844
"Ube2ql1",3.68190243434472e-07,5.85557551477577,0.062,0.001,0.0110622758639887
"Mast4",3.73198897540505e-07,0.701792237063528,0.914,0.686,0.0112127608766045
"Auts2",4.2933485777553e-07,0.414189647451129,0.951,0.718,0.0128993658018658
"Arpc2",4.39364582878275e-07,1.52399257132356,0.42,0.176,0.0132007088925778
"Plxnb1",4.52461883944914e-07,3.10409593207945,0.148,0.028,0.0135942173031249
"Synj2",4.85229491281285e-07,3.22188543925499,0.111,0.01,0.0145787200655462
"Gm11747",5.78060749816718e-07,5.56651183078955,0.049,0.001,0.0173678352282433
"mt-Co1",6.2738532520463e-07,0.487187227425759,1,0.96,0.0188497920957731
"Shroom2",6.33387373555515e-07,1.14627541790591,0.506,0.232,0.0190301236384754
"Fa2h",6.69498404535926e-07,2.34814042984211,0.185,0.035,0.0201150795642819
"Gm11417",7.23826029408519e-07,9.13668450540829,0.037,0,0.0217473530535789
"Gm44129",7.60236452496361e-07,6.43242928714226,0.049,0,0.0228413042152532
"Rspo1",8.08383227401572e-07,6.66135114074542,0.049,0,0.0242878740672802
"Prx",8.47250279458166e-07,4.81345491043329,0.074,0.003,0.0254556346463206
"Tmem164",9.01370332606877e-07,1.23836132815425,0.494,0.233,0.0270816716431736
"Anks1b",9.56759751533353e-07,1.48931062337006,0.395,0.153,0.0287458467348196
"Epb41l5",9.85173142712867e-07,0.874812310922099,0.765,0.587,0.0295995270728081
"Tap1",1.01273694926918e-06,2.3882508031953,0.111,0.014,0.0304276816407924
"Lrrc7",1.04263360321796e-06,6.14984879312757,0.062,0.002,0.0313259266086837
"Btrc",1.11399431509352e-06,1.17845477327162,0.605,0.348,0.0334699591969848
"Ifitm2",1.15046649117447e-06,2.50633583598518,0.148,0.022,0.0345657657273369
"Gm19938",1.23728416040811e-06,6.81333128662004,0.049,0.001,0.0371742025994616
"Mylk3",1.27486212041973e-06,4.82968285533564,0.074,0.003,0.0383032324080109
"Gm47644",1.34022405682852e-06,3.06131716224356,0.136,0.018,0.0402670317874128
"Gja3",1.42016853482745e-06,6.67887490995607,0.049,0.001,0.0426689636288907
"Gpcpd1",1.47707692267797e-06,1.19741797380161,0.519,0.304,0.0443787761418596
"Ccdc92",1.52835913748268e-06,3.83714371163283,0.099,0.009,0.045919550285667
"Adcy5",1.57823856908438e-06,2.49760474210467,0.111,0.014,0.0474181778081401
"Slc39a10",1.57877649926791e-06,2.05320077883196,0.247,0.066,0.0474343399205044
"mt-Nd4",1.60691408834579e-06,0.587948816028347,0.951,0.884,0.0482797337843493
"Fam117b",1.66221340985743e-06,1.09785415190295,0.457,0.202,0.0499412018991665
"Gm671",1.75192439997897e-06,2.59066746358957,0.148,0.022,0.0526365685973683
"Efemp1",1.82313559915969e-06,1.76051105651983,0.21,0.05,0.0547761090767529
"Spaca6",1.84885984097708e-06,2.02855734465936,0.21,0.048,0.0555489939221563
"Rassf10",1.96629495690015e-06,5.23749543936117,0.062,0.002,0.0590773319800651
"Plxnd1",2.00790477619306e-06,1.25684729888883,0.111,0.021,0.0603274990007206
"Bambi",2.02077454745891e-06,3.72269660350518,0.099,0.008,0.060714171278403
"Unc13b",2.09085002560103e-06,1.54621547023607,0.272,0.081,0.0628195890191828
"Creb3l2",2.09473603632641e-06,1.10045091585598,0.58,0.318,0.062936344211427
"Nedd4",2.14852326904817e-06,0.814835473346806,0.728,0.581,0.0645523816185522
"Acsl4",2.28171352536128e-06,1.34362539940259,0.395,0.159,0.0685540828694798
"Hoxc8",2.29341355743304e-06,2.32609548514157,0.16,0.028,0.0689056103330757
"Hs3st3b1",2.32214773989387e-06,3.00869593535906,0.123,0.015,0.0697689288451114
"Zswim6",2.50310012592716e-06,0.726221240366309,0.802,0.616,0.0752056432834816
"Ccdc71l",2.77659601958774e-06,3.71907781470663,0.099,0.008,0.0834228274085137
"Slc12a4",2.78345882865884e-06,2.33816363410117,0.099,0.012,0.0836290205070548
"Mgat5b",2.92229169598194e-06,8.73756779723432,0.037,0,0.0878002540057773
"mt-Co2",2.93500320944651e-06,0.518974970863227,0.988,0.972,0.0881821714278204
"Mid1",3.08591088459663e-06,1.56065077073558,0.346,0.132,0.0927161925277056
"Gm47415",3.50530054913089e-06,8.64101911261579,0.037,0,0.105316754998638
"Klf7",3.64010706720876e-06,1.50477793086265,0.296,0.097,0.109367016834287
"Opn1mw",3.85584867076354e-06,7.80605045601554,0.037,0,0.115848973313091
"Cdyl",4.12786583828641e-06,1.46990444869314,0.37,0.151,0.124021729111315
"Srgap3",4.13339059416224e-06,1.71937192032488,0.272,0.084,0.124187720401605
"Adgrg6",4.1457655430235e-06,3.09782338915197,0.123,0.016,0.124559525740141
"Fgf14",4.22231272954893e-06,4.23422481570899,0.086,0.007,0.126859385959297
"Igf2bp1",4.36100943051328e-06,3.17832537327043,0.123,0.016,0.131026528339771
"B2m",4.37386191512168e-06,1.31651721790756,0.407,0.178,0.131412681239831
"Gm43154",4.54991625432133e-06,6.23249543566399,0.049,0.001,0.136702233861084
"Smad6",4.57971109085692e-06,1.50862550713542,0.198,0.053,0.137597419724796
"Cbfa2t3",4.62771407810526e-06,1.94615994225127,0.123,0.02,0.139039669476672
"Palld",4.90898392712268e-06,1.14478806378442,0.568,0.328,0.147490422090401
"Sema6c",5.27411027443572e-06,3.96550619727536,0.062,0.003,0.158460643195421
"Ifitm1",6.11330856237502e-06,4.94826274250296,0.062,0.002,0.183674355756558
"6530402F18Rik",6.17743778549702e-06,5.29595233223123,0.049,0.001,0.185601118265258
"Arhgap20",6.23625565586297e-06,4.8391790669187,0.062,0.002,0.187368301180403
"Mbnl2",6.24268893273447e-06,0.66878855725425,0.802,0.605,0.187561588984007
"Man2b2",6.53409392829855e-06,2.20916959996381,0.123,0.02,0.19631685207573
"Ston1",6.73369157119856e-06,1.69132241167938,0.21,0.053,0.202313763256661
"Ptpn12",6.78532272798319e-06,1.35716366624326,0.42,0.197,0.203865021362255
"2810433D01Rik",7.08112467036571e-06,5.69661743586074,0.049,0.001,0.212752390721138
"Myl6",7.23103821427419e-06,1.44694934852581,0.358,0.159,0.217256543147868
"Rbms2",7.91934299047812e-06,1.4912656207189,0.259,0.081,0.237936660148915
"Lman1",8.18533665763338e-06,1.31629021772508,0.333,0.127,0.245928439878595
"Nphs1os",8.64859257687585e-06,11.0072660789751,0.025,0,0.259846963972235
"2900057B20Rik",8.64859257689178e-06,10.7403757496684,0.025,0,0.259846963972714
"Ctnna1",9.03672924854603e-06,0.855273615073614,0.691,0.486,0.271508530272565
"Nab2",9.14260682976319e-06,3.40206639340361,0.099,0.01,0.274689622200235
"Htra2",9.60371531870395e-06,3.44508938088699,0.099,0.014,0.28854362675046
"Syt9",1.04950029681415e-05,3.0448363758294,0.099,0.01,0.315322364177811
"Tmem120b",1.0623791013831e-05,1.81797358752482,0.235,0.067,0.319191801010552
"Calr",1.06461517307864e-05,1.13735651998966,0.444,0.207,0.319863628751477
